t,x,y,radius,area
0.0,319.5,239.5,399.30010986328125,306081.0
0.3115968704223633,616.0531616210938,439.5,24.470640182495117,762.0
0.32221198081970215,615.8076782226562,435.3461608886719,26.27387809753418,849.0
0.33205509185791016,615.6914672851562,423.5,25.17027473449707,946.5
0.34165120124816895,612.8425903320312,413.0,28.00385093688965,1221.5
0.369856595993042,578.1409912109375,394.63519287109375,63.56962966918945,5308.0
0.401639461517334,589.1009521484375,400.0,54.138023376464844,1401.0
0.44289422035217285,592.5,395.5,47.10105514526367,1105.0
0.4702887535095215,589.0,393.0,50.48772048950195,1056.0
0.5063679218292236,592.5,382.5,41.64742660522461,855.0
0.5375466346740723,592.0,383.5,43.00300598144531,988.5
0.573549747467041,592.0,377.0,42.42650604248047,949.0
0.6056344509124756,590.5,375.5,40.749332427978516,701.0
0.7055263519287109,636.5,361.5,18.560810089111328,243.5
0.7423622608184814,633.5,441.5,23.759307861328125,446.5
0.7735435962677002,635.0,438.5,24.824481964111328,634.5
0.8095555305480957,632.5,439.5,24.909936904907227,732.5
0.8421065807342529,630.1039428710938,440.9257507324219,24.421642303466797,843.0
0.8776183128356934,617.118408203125,358.09210205078125,31.094552993774414,1228.5
0.9097042083740234,579.0,421.0,65.39122772216797,3294.0
0.945683479309082,608.4415893554688,371.6144714355469,70.57359313964844,7357.5
0.9776902198791504,581.25,360.5,72.11676025390625,5960.0
1.0141253471374512,577.0,357.0,104.29295349121094,9924.0
1.0456593036651611,580.0,341.0,117.72010803222656,13487.5
1.0817480087280273,614.5,260.0,148.04148864746094,19629.5
1.113473892211914,636.0,193.0,113.0399169921875,11947.5
1.146012783050537,632.5272827148438,144.42022705078125,93.64429473876953,9239.0
1.1818780899047852,619.5,92.5,75.7925796508789,6409.0
1.2136733531951904,615.5,55.29279327392578,60.07957077026367,3709.5
1.2499256134033203,552.99462890625,313.41448974609375,32.9661979675293,1343.0
1.2817070484161377,557.7857055664062,315.21429443359375,32.30366897583008,1570.0
1.3176462650299072,617.0,49.58000183105469,54.2419319152832,2889.0
1.3495512008666992,623.5,85.0,81.30354309082031,5783.0
1.3816022872924805,622.0,141.5,98.23578643798828,7624.0
1.4175219535827637,619.5,205.0,116.78302001953125,8887.5
1.449558973312378,616.1482543945312,270.5665283203125,114.98941040039062,13582.5
1.4859023094177246,609.3057250976562,304.3272399902344,89.40274810791016,8366.0
1.517629623413086,275.5,205.0,136.0414581298828,5526.5
1.5537054538726807,274.5,205.5,136.60354614257812,9603.5
1.5860555171966553,279.8572692871094,190.96044921875,141.0050048828125,37251.0
1.6216540336608887,280.66033935546875,192.10311889648438,139.66481018066406,10549.0
1.6593613624572754,255.22592163085938,158.186279296875,118.61459350585938,5385.5
1.6960411071777344,250.5,254.5,111.71625518798828,2798.5
1.721665382385254,247.5,247.5,106.83876037597656,2445.5
1.7536134719848633,281.0,287.0,133.40550231933594,1178.5
1.7904934883117676,303.5,313.0,97.5564956665039,757.0
1.8221502304077148,410.5,111.5,18.828269958496094,702.5
1.857686996459961,410.33184814453125,114.60619354248047,15.750365257263184,671.5
1.889580488204956,79.0,402.0,45.22177505493164,300.0
1.921743631362915,79.5,403.5,45.853126525878906,302.0
1.9576356410980225,78.0,401.0,41.10970687866211,284.0
1.9896090030670166,77.5,399.5,39.528568267822266,279.0
2.0258469581604004,77.5,399.5,39.528568267822266,287.0
2.0576157569885254,77.5,399.5,39.528568267822266,298.0
2.0939855575561523,77.5,399.5,39.528568267822266,300.0
2.1256110668182373,77.5,399.5,39.528568267822266,303.0
2.161720037460327,76.5,397.0,36.840972900390625,284.0
2.193678379058838,76.5,397.0,36.840972900390625,270.0
2.2296364307403564,77.5,400.5,33.20401382446289,242.0
2.262779712677002,75.0,394.0,26.24890899658203,196.0
2.29761004447937,75.5,395.0,25.144681930541992,185.0
2.3296539783477783,74.0,391.0,20.880712509155273,143.0
2.36600399017334,74.0,391.0,20.880712509155273,136.0
2.3976831436157227,75.0,394.0,17.720144271850586,108.0
2.4296352863311768,73.5,391.0,13.463011741638184,73.0
2.4657483100891113,73.5,391.0,13.463011741638184,72.0
